chr20	61795	0.735716	0.000000
chr20	63231	0.734243	0.001056
chr20	63244	0.734147	0.001066
chr20	63799	0.734513	0.001473
chr20	64150	0.742335	0.001731
chr20	64934	0.742618	0.002313
chr20	65288	0.746463	0.002576
chr20	66370	7.199750	0.003384
chr20	68749	7.220007	0.020512
chr20	69094	7.219995	0.023003
chr20	69408	7.219755	0.025270
chr20	71079	7.203219	0.037334
chr20	71093	7.191159	0.037435
chr20	72892	4.657025	0.050372
chr20	74347	3.325397	0.057148
chr20	75254	0.837345	0.060164
chr20	76962	0.491121	0.061594
chr20	80655	0.487868	0.063408
chr20	82416	0.488031	0.064267
chr20	83570	0.488104	0.064830
chr20	85116	0.488078	0.065585
chr20	87416	0.488068	0.066707
chr20	90984	1.050289	0.068449
chr20	91088	2.319963	0.068558
chr20	91227	2.908467	0.068881
chr20	91346	4.277567	0.069227
chr20	91508	4.980081	0.069920
chr20	91707	5.022650	0.070911
chr20	92366	2.599163	0.074221
chr20	92527	0.807632	0.074639
chr20	92891	0.391466	0.074933
chr20	93440	0.379345	0.075148
chr20	93499	0.364308	0.075170
chr20	94091	0.338784	0.075386
chr20	95093	0.338075	0.075726
chr20	96931	0.341799	0.076347
chr20	97122	0.346144	0.076412
chr20	97394	0.354536	0.076506
chr20	98930	0.372589	0.077051
chr20	100272	0.318661	0.077551
chr20	100505	0.230581	0.077625
chr20	100699	0.116057	0.077670
chr20	101362	0.080696	0.077747
chr20	101905	0.066053	0.077791
chr20	102181	0.051279	0.077809
chr20	102799	0.047396	0.077841
chr20	103517	0.047553	0.077875
chr20	107201	0.047590	0.078050
chr20	108187	0.064135	0.078097
chr20	108328	0.082946	0.078106
chr20	109272	0.118815	0.078184
chr20	109377	0.151630	0.078197
chr20	121976	0.151081	0.080107
chr20	122508	0.152017	0.080187
chr20	124302	0.253458	0.080460
chr20	124412	0.876454	0.080488
chr20	124998	0.953370	0.081002
chr20	125121	1.052051	0.081119
chr20	125538	10.231289	0.081557
chr20	126529	10.654160	0.091697
chr20	126600	10.044012	0.092453
chr20	126614	8.518412	0.092594
chr20	126678	6.895363	0.093139
chr20	126760	0.797582	0.093704
chr20	126923	0.737596	0.093834
chr20	127194	0.734030	0.094034
chr20	127720	0.732865	0.094420
chr20	127952	0.733193	0.094590
chr20	128713	0.741177	0.095148
chr20	129013	0.736099	0.095371
chr20	129063	0.729485	0.095407
chr20	129613	0.463033	0.095809
chr20	129635	0.462504	0.095819
chr20	129864	0.352411	0.095925
chr20	131362	0.353588	0.096453
chr20	131495	0.354244	0.096500
chr20	131657	0.355298	0.096557
chr20	132775	0.513322	0.096954
chr20	133158	0.523011	0.097151
chr20	133900	1.246453	0.097539
chr20	134017	5.458391	0.097685
chr20	134476	5.188557	0.100190
chr20	134539	4.281873	0.100517
chr20	134643	4.281873	0.100962
chr20	134844	1.068519	0.101823
chr20	134931	0.880526	0.101916
chr20	135488	0.410397	0.102407
chr20	135897	0.413508	0.102574
chr20	136025	1.069196	0.102627
chr20	136374	0.214707	0.103000
chr20	136454	0.209462	0.103018
chr20	136568	0.211801	0.103042
chr20	136721	0.214067	0.103074
chr20	137310	0.214067	0.103200
chr20	137454	0.215105	0.103231
chr20	137900	0.216878	0.103327
chr20	137933	0.218048	0.103334
chr20	138004	0.218986	0.103349
chr20	138125	0.220427	0.103376
chr20	138148	0.222115	0.103381
chr20	138460	0.222115	0.103450
chr20	138555	0.222115	0.103471
chr20	138620	0.222115	0.103486
chr20	139154	0.222115	0.103604
chr20	139173	0.222116	0.103609
chr20	139409	0.222116	0.103661
chr20	139419	0.222116	0.103663
chr20	139456	0.222116	0.103672
chr20	139576	0.222116	0.103698
chr20	139745	0.190948	0.103736
chr20	139841	0.152437	0.103754
chr20	140086	0.130957	0.103791
chr20	140171	0.130957	0.103803
chr20	140280	0.120347	0.103817
chr20	140505	0.120347	0.103844
chr20	140506	0.120407	0.103844
chr20	140695	0.120801	0.103867
chr20	143723	0.126239	0.104233
chr20	143754	0.169730	0.104236
chr20	143918	0.677997	0.104264
chr20	144382	6.521275	0.104579
chr20	144551	4.718625	0.105681
chr20	144570	2.945971	0.105771
chr20	144899	0.210011	0.106740
chr20	145413	0.210951	0.106848
chr20	145853	0.210951	0.106941
chr20	146951	0.210946	0.107172
chr20	146995	0.225718	0.107182
chr20	147685	0.232837	0.107337
chr20	148084	0.236087	0.107430
chr20	149407	0.256191	0.107742
chr20	149975	0.260472	0.107888
chr20	151330	0.294870	0.108241
chr20	153267	0.236337	0.108812
chr20	157157	0.328596	0.109731
chr20	157746	0.292948	0.109925
chr20	160533	0.121719	0.110741
chr20	161502	0.122778	0.110859
chr20	161736	0.125246	0.110888
chr20	162683	0.123518	0.111007
chr20	164083	0.118150	0.111180
chr20	164284	0.116407	0.111203
chr20	164436	0.113924	0.111221
chr20	165802	0.113916	0.111377
chr20	165832	0.113892	0.111380
chr20	166163	0.113896	0.111418
chr20	166188	0.114094	0.111421
chr20	167900	0.121533	0.111616
chr20	168020	0.132698	0.111631
chr20	168241	0.138171	0.111660
chr20	168466	0.144659	0.111691
chr20	168728	0.159639	0.111729
chr20	169701	0.203669	0.111884
chr20	169995	0.458549	0.111944
chr20	170589	0.458675	0.112217
chr20	170642	0.268694	0.112241
chr20	170814	0.268221	0.112287
chr20	170940	0.267899	0.112321
chr20	171189	0.269178	0.112388
chr20	171822	0.270341	0.112558
chr20	171839	0.272414	0.112563
chr20	172741	0.374566	0.112808
chr20	172799	0.445093	0.112830
chr20	173928	6.472359	0.113332
chr20	176618	6.472359	0.130743
chr20	177225	0.630692	0.134672
chr20	178856	0.480174	0.135700
chr20	180188	0.475935	0.136340
chr20	181638	0.474551	0.137030
chr20	181967	0.473831	0.137186
chr20	182013	0.472908	0.137208
chr20	182886	0.470530	0.137621
chr20	183222	0.468714	0.137779
chr20	185844	0.474824	0.139008
chr20	185926	0.481823	0.139047
chr20	186405	0.485379	0.139278
chr20	188030	0.485578	0.140066
chr20	188107	0.485429	0.140104
chr20	188318	0.485643	0.140206
chr20	189520	0.486143	0.140790
chr20	191797	2.150471	0.141897
chr20	191809	3.866121	0.141923
chr20	192069	4.320514	0.142928
chr20	193321	4.194573	0.148337
chr20	194282	3.318785	0.152368
chr20	194527	1.279388	0.153181
chr20	195171	0.373238	0.154005
chr20	197162	0.372409	0.154748
chr20	197675	0.370511	0.154939
chr20	197804	0.369434	0.154987
chr20	200142	0.337573	0.155851
chr20	204242	0.337522	0.157235
chr20	206402	0.453873	0.157964
chr20	207903	2.952388	0.158645
chr20	208550	3.321692	0.160556
chr20	208685	3.307142	0.161004
chr20	209404	2.630556	0.163382
chr20	209851	2.523379	0.164558
chr20	210061	2.448489	0.165088
chr20	210306	2.451960	0.165687
chr20	210634	2.466857	0.166492
chr20	211509	2.463228	0.168650
chr20	213423	2.055348	0.173365
chr20	213523	1.011841	0.173570
chr20	216811	1.641853	0.176897
chr20	217074	1.914077	0.177329
chr20	217281	2.350024	0.177725
chr20	218783	2.095437	0.181255
chr20	219011	1.569765	0.181733
chr20	219662	0.392063	0.182755
chr20	220262	0.393681	0.182990
chr20	220290	0.393648	0.183001
chr20	220303	0.393285	0.183006
chr20	220757	0.424260	0.183185
chr20	221018	0.655034	0.183295
chr20	221308	0.686720	0.183485
chr20	221537	0.716412	0.183643
chr20	221853	1.020501	0.183869
chr20	221942	1.242402	0.183960
chr20	222262	1.141808	0.184357
chr20	222632	1.362752	0.184780
chr20	222730	1.353589	0.184913
chr20	222836	1.092194	0.185057
chr20	223255	1.129789	0.185515
chr20	223439	1.066638	0.185722
chr20	223538	1.012890	0.185828
chr20	223858	1.003407	0.186152
chr20	224128	0.995778	0.186423
chr20	225058	0.666619	0.187349
chr20	225444	0.591497	0.187606
chr20	225605	0.581425	0.187702
chr20	225622	0.573655	0.187712
chr20	226153	0.479385	0.188016
